Id,Label,timeset,country,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class
GAUTIER PHILIPPE,GAUTIER PHILIPPE,,FR,16,0.140192,0.148616,0.000004,4
SOULIE LAURENT,SOULIE LAURENT,,FR,16,0.140192,0.148604,0.000003,4
VISHNUVARJULA ANILKUMAR,VISHNUVARJULA ANILKUMAR,,IN,14,0.176925,0.189178,0,1151
CHEN JHANG CHENG,CHEN JHANG CHENG,,TW,4,0.45614,0.525641,0,2780
YAN WEI MON,YAN WEI MON,,TW,4,0.45614,0.525641,0,2780
ZHANG YUHONG,ZHANG YUHONG,,CN,1,1,1,0,2841
GROSCH HANS GÜNTER,GROSCH HANS GÜNTER,,DE,14,0.173197,0.185611,0,998
HOBEIN BERT,HOBEIN BERT,,DE,14,0.173275,0.185814,0,998
LÖFFLER ROLF LORENZ,LÖFFLER ROLF LORENZ,,DE,14,0.1732,0.185659,0,998
STEINKOPF THOMAS WERNER,STEINKOPF THOMAS WERNER,,DE,14,0.173199,0.185647,0,998
LACH RAINER,LACH RAINER,,DE,14,0.173198,0.185635,0,998
DAVIDSON SONYA,DAVIDSON SONYA,,IL,1,1,1,0,2842
PRESCOTT ADAM,PRESCOTT ADAM,,US,15,0.148943,0.156155,0,987
GORDON BRYAN,GORDON BRYAN,,US,15,0.148944,0.156167,0,987
ALAN BRIAN DALTON,ALAN BRIAN DALTON,,GB,2,0.7,0.785714,0,2903
LESTER TAKU SATO,LESTER TAKU SATO,,GB,2,0.7,0.785714,0,2903
PHILIP THOMAS RUMSBY,PHILIP THOMAS RUMSBY,,GB,2,0.7,0.785714,0,2903
MATTHEW LARGE,MATTHEW LARGE,,GB,2,0.7,0.785714,0,2903
EL ICHI SARRA,EL ICHI SARRA,,FR,14,0.143701,0.151358,0,4
ZEBDA ABDELKADER,ZEBDA ABDELKADER,,FR,13,0.166602,0.178645,0.000059,4
WIDEGREN MICHAEL,WIDEGREN MICHAEL,,CH,1,1,1,0,2843
LAWRIE DUNCAN,LAWRIE DUNCAN,,US,14,0.153333,0.161177,0,987
YUSUF ZAKI,YUSUF ZAKI,,SA,14,0.146092,0.153103,0,4
AL RASHEEDI NAYIF A,AL RASHEEDI NAYIF A,,SA,14,0.146091,0.153091,0,4
FADHEL BANDAR A,FADHEL BANDAR A,,SA,14,0.146091,0.153091,0,4
AL ZAHRANI ATEF SAEED,AL ZAHRANI ATEF SAEED,,SA,14,0.146091,0.153091,0,4
LO CHARLES,LO CHARLES,,US,14,0.16464,0.174185,0,1273
HAGH BIJAN F,HAGH BIJAN F,,US,14,0.164647,0.17428,0.000001,1273
LOEFFELHOLZ DAVID,LOEFFELHOLZ DAVID,,US,14,0.16464,0.174185,0,1273
YAMAMOTO KAZUO,YAMAMOTO KAZUO,,JP,13,0.192775,0.215551,0,0
BAYNES NICHOLAS DE BRISSAC,BAYNES NICHOLAS DE BRISSAC,,GB,16,0.129773,0.134463,0,975
KEANE MICHAEL,KEANE MICHAEL,,US,15,0.165783,0.176695,0,1099
SHIMONIHARA GAKU,SHIMONIHARA GAKU,,JP,14,0.17768,0.191114,0,990
ROLIN TERRY D,ROLIN TERRY D,,US,15,0.147887,0.154083,0.000009,1281
SMALL IAN K,SMALL IAN K,,US,15,0.147887,0.154083,0.000009,1281
HILL CURTIS W,HILL CURTIS W,,US,15,0.147887,0.154083,0.000009,1281
CHIEN CHIH WEI,CHIEN CHIH WEI,,TW,16,0.132081,0.138887,0,1138
LEE GUN GOO,LEE GUN GOO,,KR,14,0.172693,0.188583,0,11
YAMAMOTO KEIICHI,YAMAMOTO KEIICHI,,JP,14,0.174731,0.191945,0,1183
FISHER JACOB THOMAS,FISHER JACOB THOMAS,,US,15,0.145665,0.153136,0,1080
RICHARDSON IAN ANDREW,RICHARDSON IAN ANDREW,,US,15,0.145665,0.153136,0,1080
TAYI DHAR NIKESH,TAYI DHAR NIKESH,,US,1,1,1,0,2844
KAMATH AJAY BABU,KAMATH AJAY BABU,,US,1,1,1,0,2844
ADACHI MAKOTO,ADACHI MAKOTO,,JP,13,0.20578,0.229304,0.000336,0
YAMADA MAYUMI,YAMADA MAYUMI,,JP,13,0.195573,0.217967,0,0
KEITH KLONTZ,KEITH KLONTZ,,US,2,0.666667,0.75,0,2845
HAODONG LI,HAODONG LI,,US,2,0.666667,0.75,0,2845
STEINBERGER MICHAEL,STEINBERGER MICHAEL,,DE,14,0.160466,0.170802,0.000007,28
ÖCHSNER RICHARD,ÖCHSNER RICHARD,,DE,14,0.160466,0.170802,0.000007,28
FREY LOTHAR,FREY LOTHAR,,DE,14,0.160466,0.170802,0.000007,28
KÖNIG KARL HEINZ,KÖNIG KARL HEINZ,,DE,14,0.160466,0.170802,0.000007,28
HAO LIWEI,HAO LIWEI,,US,14,0.176762,0.189361,0,1151
GAVEL KEVIN JOSEPH,GAVEL KEVIN JOSEPH,,US,14,0.176762,0.189361,0,1151
KRAHN JOHN,KRAHN JOHN,,US,14,0.176761,0.189349,0,1151
CHEN QIN,CHEN QIN,,US,14,0.176762,0.189361,0,1151
TAN DANIEL QI,TAN DANIEL QI,,US,14,0.176762,0.189361,0,1151
MIYAZAKI SHINICHI,MIYAZAKI SHINICHI,,JP,14,0.184032,0.201233,0.000081,1059
OKUI TAKEHIKO,OKUI TAKEHIKO,,JP,13,0.19242,0.210369,0.000012,1059
GARNIER LAURENT,GARNIER LAURENT,,FR,14,0.162015,0.173919,0,4
ROBERT MICKAËL,ROBERT MICKAËL,,FR,14,0.159865,0.171142,0,4
MUSSOT JEAN LUC,MUSSOT JEAN LUC,,FR,1,1,1,0,2846
BURGER ANDREAS,BURGER ANDREAS,,DE,16,0.139371,0.145559,0,1888
BENRA MICHAEL THOMAS,BENRA MICHAEL THOMAS,,DE,16,0.139371,0.145559,0,1888
WALDE NORBERT,WALDE NORBERT,,DE,14,0.173007,0.184787,0,1393
KOHLRAUSCH PHILIPP,KOHLRAUSCH PHILIPP,,DE,14,0.173007,0.184787,0,1393
WU CHIEH CHUN,WU CHIEH CHUN,,US,14,0.153953,0.161091,0,2030
DOO GI SU,DOO GI SU,,KR,14,0.174957,0.191753,0.000001,11
RASKULOVA TATYANA VALENTINOVNA,RASKULOVA TATYANA VALENTINOVNA,,RU,3,0.481481,0.529915,0,3435
MALAKHOVA EKATERINA ALEKSANDROVNA,MALAKHOVA EKATERINA ALEKSANDROVNA,,RU,3,0.481481,0.529915,0,3435
LEBEDEVA OKSANA VIKTOROVNA,LEBEDEVA OKSANA VIKTOROVNA,,RU,3,0.481481,0.529915,0,3435
SIPKINA EVGENIYA INNOKENTEVNA,SIPKINA EVGENIYA INNOKENTEVNA,,RU,3,0.481481,0.529915,0,3435
POZHIDAEV YURIJ NIKOLAEVICH,POZHIDAEV YURIJ NIKOLAEVICH,,RU,3,0.481481,0.529915,0,3435
D'COUTO CHRIS,D'COUTO CHRIS,,US,16,0.127517,0.131614,0.000007,2968
HUFF SEAN,HUFF SEAN,,CA,16,0.127517,0.131614,0.000007,2968
STAUDT RHONDA LEE,STAUDT RHONDA LEE,,US,1,1,1,0,2847
ROHR DONALD FRANK,ROHR DONALD FRANK,,US,1,1,1,0,2847
VOGEL JOHN ANTHONY,VOGEL JOHN ANTHONY,,US,1,1,1,0,2847
TZIDON AVIV,TZIDON AVIV,,IL,17,0.113116,0.117033,0.000009,2187
WEAVER MARK,WEAVER MARK,,US,17,0.113115,0.117021,0.000009,2187
YAKUPOV ILYA,YAKUPOV ILYA,,IL,17,0.113115,0.117021,0.000009,2187
MENEGAZZO NICOLA,MENEGAZZO NICOLA,,US,17,0.113115,0.117021,0.000009,2187
VYATKIN ANATOLIJ FEDOROVICH,VYATKIN ANATOLIJ FEDOROVICH,,RU,1,1,1,0,2848
ROSHCHUPKIN DMITRIJ VALENTINOVICH,ROSHCHUPKIN DMITRIJ VALENTINOVICH,,RU,1,1,1,0,2848
SIROTKIN VADIM VLADIMIROVICH,SIROTKIN VADIM VLADIMIROVICH,,RU,1,1,1,0,2848
EMELIN EVGENIJ VALEREVICH,EMELIN EVGENIJ VALEREVICH,,RU,1,1,1,0,2848
IRZHAK DMITRIJ VADIMOVICH,IRZHAK DMITRIJ VADIMOVICH,,RU,1,1,1,0,2848
IRZHAK ARTEMIJ VADIMOVICH,IRZHAK ARTEMIJ VADIMOVICH,,RU,1,1,1,0,2848
BERG JOSEPH,BERG JOSEPH,,US,13,0.195349,0.210886,0.000001,1147
KUDO AKIHIKO,KUDO AKIHIKO,,JP,15,0.14615,0.155343,0.00001,22
JIA QINGXIN,JIA QINGXIN,,JP,15,0.14615,0.155343,0.00001,22
IWASE AKIHIDE,IWASE AKIHIDE,,JP,15,0.14615,0.155343,0.00001,22
MANAKA YUICHI,MANAKA YUICHI,,JP,15,0.149356,0.158921,0,1147
AMAMOTO YUKI,AMAMOTO YUKI,,JP,15,0.149356,0.158921,0,1147
HUMBARGER SCOTT THOMAS,HUMBARGER SCOTT THOMAS,,US,15,0.148034,0.15462,0,238
LIN TUNG,LIN TUNG,,TW,3,0.509804,0.544872,0,2780
SUN BANGCHENG,SUN BANGCHENG,,CN,15,0.148747,0.155887,0.000018,1189
LI MINGGAO,LI MINGGAO,,CN,15,0.148747,0.155887,0.000018,1189
LI MING,LI MING,,CN,15,0.15226,0.159955,0.000279,1189
HAN LU,HAN LU,,CN,15,0.141407,0.147406,0,1189
LIU BIN,LIU BIN,,CN,14,0.158045,0.167126,0.000386,1189
ZANG XIAOYAN,ZANG XIAOYAN,,CN,15,0.148747,0.155887,0.000018,1189
LI QI,LI QI,,CN,15,0.141407,0.147406,0,1189
ZHANG QIUMIN,ZHANG QIUMIN,,CN,15,0.14141,0.147489,0.000019,1189
KARPOV ALEKSAN IVANOVICH,KARPOV ALEKSAN IVANOVICH,,RU,1,1,1,0,2849
LESHCHEV ANDREJ YUREVICH,LESHCHEV ANDREJ YUREVICH,,RU,1,1,1,0,2849
SHAKLEIN ARTEM ANDREEVICH,SHAKLEIN ARTEM ANDREEVICH,,RU,1,1,1,0,2849
OVCHARENKO PAVEL GEORGIEVICH,OVCHARENKO PAVEL GEORGIEVICH,,RU,1,1,1,0,2849
TANAKA NORIHITO,TANAKA NORIHITO,,JP,14,0.167764,0.180619,0.000001,38
KIKUCHI KENTARO,KIKUCHI KENTARO,,JP,14,0.167764,0.180619,0.000001,38
URAOKA NOBUKI,URAOKA NOBUKI,,JP,14,0.170975,0.184793,0.000019,38
CHAEN SHINICHI,CHAEN SHINICHI,,JP,14,0.170975,0.184793,0.000019,38
KONISHI TOMOHISA,KONISHI TOMOHISA,,JP,14,0.170975,0.184793,0.000019,38
NELSON EMILY GRACE,NELSON EMILY GRACE,,US,15,0.148037,0.15466,0,238
WANG XUHAI,WANG XUHAI,,US,14,0.169216,0.178806,0,1099
CAULK ABRAHAM BRUNO,CAULK ABRAHAM BRUNO,,US,14,0.175882,0.187928,0,1151
RAMANI VENKAT,RAMANI VENKAT,,US,14,0.17589,0.188008,0,1151
DACO CHRISTIAN,DACO CHRISTIAN,,US,14,0.176789,0.189166,0.000002,1151
MIKHAYLIK YURIY V,MIKHAYLIK YURIY V,,US,14,0.164278,0.17324,0.000018,1160
KOVALEV IGOR P,KOVALEV IGOR P,,US,14,0.164278,0.17324,0.000018,1160
WEISS THOMAS,WEISS THOMAS,,DE,14,0.164278,0.17324,0.000018,1160
KATSUDA HAYATO,KATSUDA HAYATO,,JP,15,0.150517,0.161515,0.000005,2883
JAE JUN KO,JAE JUN KO,,KR,14,0.172608,0.188429,0.000001,11
YU SEUNGAH,YU SEUNGAH,,KR,14,0.172608,0.188429,0.000001,11
JONG HAK KIM,JONG HAK KIM,,KR,14,0.172608,0.188429,0.000001,11
SEO JUNG WOO,SEO JUNG WOO,,KR,14,0.172608,0.188429,0.000001,11
VANDENBORRE HUGO JAN BAPTIST,VANDENBORRE HUGO JAN BAPTIST,,BE,15,0.136479,0.143669,0,1330
ZANDONA NICOLA,ZANDONA NICOLA,,BE,15,0.14227,0.150573,0.000068,1330
KANEKO YOUHEI,KANEKO YOUHEI,,JP,14,0.175705,0.191107,0,1059
HIDAJAT IRWAN,HIDAJAT IRWAN,,US,3,0.421875,0.475309,0,1117
HENIFF MIKE,HENIFF MIKE,,US,3,0.421875,0.475309,0,1117
EBERLEH BJÖRN,EBERLEH BJÖRN,,DE,14,0.163304,0.171947,0,1147
VON BORCK FELIX,VON BORCK FELIX,,DE,14,0.163304,0.171947,0,1147
POLCYN GREGOR DAMIAN,POLCYN GREGOR DAMIAN,,DE,16,0.130809,0.137168,0.000016,1330
BREDEMEYER NIELS,BREDEMEYER NIELS,,DE,16,0.126163,0.131666,0,1330
ROOSEN CHRISTOPH,ROOSEN CHRISTOPH,,DE,16,0.126163,0.131666,0,1330
DONST DMITRI,DONST DMITRI,,DE,16,0.126163,0.131666,0,1330
TOROS PETER,TOROS PETER,,DE,16,0.126163,0.131666,0,1330
HOORMANN DIRK,HOORMANN DIRK,,DE,16,0.126163,0.131666,0,1330
HOFMANN PHILIPP,HOFMANN PHILIPP,,DE,16,0.126163,0.131666,0,1330
KÖBERLE STEPHAN,KÖBERLE STEPHAN,,DE,16,0.126163,0.131666,0,1330
LANGANKE BERND,LANGANKE BERND,,DE,16,0.126163,0.131666,0,1330
MULDER FOKKO MARTEN,MULDER FOKKO MARTEN,,NL,6,0.328467,0.395556,0,1166
HAYDN MARKUS,HAYDN MARKUS,,AT,14,0.167415,0.180436,0.000025,28
JUNG THOMAS,JUNG THOMAS,,DE,14,0.166007,0.178827,0.000015,28
ORTNER KAI,ORTNER KAI,,DE,14,0.166007,0.178827,0.000015,28
MITSUI YOSHINORI,MITSUI YOSHINORI,,JP,2,0.545455,0.583333,0,627
KIM HEON,KIM HEON,,KR,15,0.160871,0.172027,0,1215
KIM YONG SUK,KIM YONG SUK,,KR,15,0.160871,0.172027,0,1215
CHANG YEONG RAE,CHANG YEONG RAE,,KR,15,0.160871,0.172027,0,1215
KIM HYE MIN,KIM HYE MIN,,KR,15,0.160871,0.172027,0,1215
LIM JUNHONG,LIM JUNHONG,,KR,14,0.170593,0.185724,0,11
LEE JONG KOOK,LEE JONG KOOK,,KR,14,0.170604,0.18578,0,11
JANG YOON,JANG YOON,,KR,14,0.170595,0.185744,0,11
TAGUCHI TAKUMI,TAGUCHI TAKUMI,,JP,4,0.37931,0.462121,0,1114
SATO TOMOYA,SATO TOMOYA,,JP,4,0.37931,0.462121,0,1114
NATSUME YUKI,NATSUME YUKI,,JP,4,0.37931,0.462121,0,1114
DUAN XIANGFENG,DUAN XIANGFENG,,US,13,0.181617,0.192947,0,1179
HUANG YU,HUANG YU,,US,13,0.181618,0.192959,0,1179
ZHAO ZIPENG,ZHAO ZIPENG,,US,13,0.181616,0.192935,0,1179
HUANG XIAOQING,HUANG XIAOQING,,US,13,0.181616,0.192935,0,1179
CHOU HUNG LUNG,CHOU HUNG LUNG,,TW,17,0.106053,0.109832,0,1138
MASAHIRO YASUSHI,MASAHIRO YASUSHI,,JP,14,0.170641,0.183832,0.000002,53
DINO WILSON,DINO WILSON,,PH,14,0.170639,0.183808,0.000002,53
CHANTARAMOLEE BHUME,CHANTARAMOLEE BHUME,,TH,14,0.170639,0.183808,0.000002,53
KISHIDA RYO,KISHIDA RYO,,JP,14,0.170639,0.183808,0.000002,53
LIM PAULUS HIMAWAN,LIM PAULUS HIMAWAN,,ID,14,0.170639,0.183808,0.000002,53
NAKANISHI HIROSHI,NAKANISHI HIROSHI,,JP,14,0.170641,0.183832,0.000002,53
GROSS ANDREW,GROSS ANDREW,,FR,13,0.165542,0.176987,0.000001,4
ORESIC BRUNO,ORESIC BRUNO,,FR,14,0.159885,0.171203,0,4
SZYNAL PHILIPPE,SZYNAL PHILIPPE,,FR,14,0.159888,0.171262,0,4
PILLET MICHEL,PILLET MICHEL,,FR,1,1,1,0,2850
DĄBROWSKI JAROSŁAW,DĄBROWSKI JAROSŁAW,,PL,20,0.09256,0.094621,0,3636
POIRET MATHIEU,POIRET MATHIEU,,FR,16,0.13834,0.146097,0,4
KURITA SHUJI,KURITA SHUJI,,JP,13,0.194821,0.217657,0.000011,0
ISMAIL NADIA,ISMAIL NADIA,,DE,2,0.625,0.7,0,3362
OCHS MARKUS,OCHS MARKUS,,DE,1,1,1,0,3362
PASCHOS ODYSSEAS,PASCHOS ODYSSEAS,,DE,14,0.179585,0.193577,0,28
HANDA TOKUHIKO,HANDA TOKUHIKO,,JP,14,0.179585,0.193577,0,28
INOUE TOSHIHIKO,INOUE TOSHIHIKO,,JP,14,0.179585,0.193577,0,28
BAUER FELIX,BAUER FELIX,,DE,14,0.163547,0.17374,0.000008,28
WOLZ CHRISTIAN,WOLZ CHRISTIAN,,DE,14,0.163547,0.17374,0.000008,28
ALBERTI SIMO,ALBERTI SIMO,,US,14,0.164387,0.173045,0,1151
HAYNES KYLE,HAYNES KYLE,,US,14,0.164387,0.173045,0,1151
CHOI ANDREW,CHOI ANDREW,,US,14,0.164387,0.173045,0,1151
STEPIEN THOMAS,STEPIEN THOMAS,,US,14,0.165054,0.173951,0.000046,1151
INAGI SHUUSUKE,INAGI SHUUSUKE,,JP,13,0.192682,0.215262,0,0
PAUL LEONARD ADCOCK,PAUL LEONARD ADCOCK,,GB,14,0.173307,0.185291,0,1096
ANTHONY NEWBOLD,ANTHONY NEWBOLD,,GB,14,0.173291,0.185029,0,1096
TOBIAS REISCH,TOBIAS REISCH,,GB,14,0.173291,0.185029,0,1096
GORDON CHARLES WOODHOUSE,GORDON CHARLES WOODHOUSE,,GB,2,0.55,0.590909,0,3364
LUKE MICHAEL BOSTON,LUKE MICHAEL BOSTON,,GB,2,0.55,0.590909,0,3364
OGUMA HIROKAZU,OGUMA HIROKAZU,,JP,14,0.183833,0.200788,0,990
DUDA CHESTER G,DUDA CHESTER G,,US,14,0.1575,0.165194,0,28
LYON JACOB,LYON JACOB,,US,14,0.1575,0.165194,0,28
LEDDY III WILLIAM J,LEDDY III WILLIAM J,,US,14,0.1575,0.165194,0,28
SAKAI YASUTAKA,SAKAI YASUTAKA,,JP,14,0.183866,0.200954,0,990
YAN VEJSHEN,YAN VEJSHEN,,CN,1,1,1,0,2851
YAN VEJMIN,YAN VEJMIN,,CN,1,1,1,0,2851
KHE LAJBIN,KHE LAJBIN,,CN,1,1,1,0,2851
LI MUTSZIN,LI MUTSZIN,,CN,1,1,1,0,2851
KHU SUN,KHU SUN,,CN,1,1,1,0,2851
ISHIKAWA SHOTARO,ISHIKAWA SHOTARO,,JP,13,0.194145,0.217649,0,1183
LI SHIGUANG,LI SHIGUANG,,CN,14,0.169652,0.180388,0,1273
YUE MENGCHEN,YUE MENGCHEN,,JP,15,0.145094,0.154153,0,1127
KAGAWA TAKU,KAGAWA TAKU,,JP,14,0.162924,0.175194,0.000009,2020
KURODA ATSUHIKO,KURODA ATSUHIKO,,JP,14,0.159733,0.171363,0,2020
KIM BOHYUN,KIM BOHYUN,,KR,14,0.170018,0.184023,0,1047
PARK JONG HYUB,PARK JONG HYUB,,KR,14,0.170018,0.184023,0,1047
YASUKAGAWA MAKOTO,YASUKAGAWA MAKOTO,,JP,1,1,1,0,2852
LYNCH MATTHEW E,LYNCH MATTHEW E,,US,14,0.177872,0.189993,0,238
EL WARDANY TAHANY IBRAHIM,EL WARDANY TAHANY IBRAHIM,,US,14,0.177877,0.190053,0,238
VIENS DANIEL V,VIENS DANIEL V,,US,14,0.177877,0.190053,0,238
SMALL LEO J,SMALL LEO J,,US,15,0.143624,0.14939,0,1099
SOTOKU TAKASHI,SOTOKU TAKASHI,,JP,15,0.163848,0.178244,0,1183
FUJIMOTO JIRO,FUJIMOTO JIRO,,JP,14,0.18386,0.20087,0,990
HIGASHITANI KOSUKE,HIGASHITANI KOSUKE,,JP,14,0.183868,0.20099,0,990
ADAMSON GEORGE W,ADAMSON GEORGE W,,US,1,1,1,0,2853
BOWERS SARA S,BOWERS SARA S,,US,1,1,1,0,2853
KOYAMA TOMOYOSHI,KOYAMA TOMOYOSHI,,JP,14,0.183855,0.200905,0.000002,990
TONG JIANHUA,TONG JIANHUA,,US,16,0.146775,0.154324,0.000005,1111
SHANG MENG,SHANG MENG,,US,16,0.146775,0.154324,0.000005,1111
O'HAYRE RYAN PATRICK,O'HAYRE RYAN PATRICK,,US,16,0.146775,0.154324,0.000005,1111
MENZER SOPHIE,MENZER SOPHIE,,US,16,0.146775,0.154313,0.000005,1111
HAMA YUKI,HAMA YUKI,,JP,14,0.184029,0.201183,0,990
MUGISHIMA TAKEHIRO,MUGISHIMA TAKEHIRO,,JP,14,0.184033,0.201243,0,990
KURATA MAYU,KURATA MAYU,,JP,14,0.184029,0.201183,0,990
KIM TAE HYUN,KIM TAE HYUN,,KR,15,0.135273,0.141726,0,1073
KWON SO HYUN,KWON SO HYUN,,KR,15,0.135273,0.141726,0,1073
WOLLANTS FREDDY,WOLLANTS FREDDY,,BE,2,0.833333,0.9,0,2778
JANSSENS JEAN PAUL HUBERT,JANSSENS JEAN PAUL HUBERT,,BE,2,0.833333,0.9,0,2778
KANG TAE JUNE,KANG TAE JUNE,,KR,15,0.145738,0.154483,0,11
KIM YONG HYUP,KIM YONG HYUP,,KR,15,0.145738,0.154483,0,11
TSUKUDA YOSUKE,TSUKUDA YOSUKE,,JP,15,0.15293,0.161818,0,1160
REYNAUD DENIS,REYNAUD DENIS,,FR,14,0.161981,0.173727,0,4
SYUJ VEN,SYUJ VEN,,GB,15,0.142493,0.148999,0,2030
SHIN FELIX,SHIN FELIX,,GB,15,0.142495,0.149035,0,2030
ROSSEJNSKI METTYU,ROSSEJNSKI METTYU,,GB,15,0.142493,0.148999,0,2030
KLERIDZH DZHON,KLERIDZH DZHON,,GB,15,0.142493,0.148999,0,2030
OSMAN KARIM,OSMAN KARIM,,FR,17,0.10815,0.111384,0,67
RECKERS MATTHIAS,RECKERS MATTHIAS,,DE,14,0.183836,0.196915,0.000005,1160
AKAY ÜMIT,AKAY ÜMIT,,DE,14,0.173247,0.18562,0,1888
ERDMANN CHRISTIAN MARTIN,ERDMANN CHRISTIAN MARTIN,,DE,14,0.173247,0.18562,0,1888
TANI MICHIHIKO,TANI MICHIHIKO,,JP,15,0.170965,0.18725,0,1183
JAN HENK CNOSSEN,JAN HENK CNOSSEN,,NL,2,0.625,0.7,0,2854
HERMAN REEZIGT,HERMAN REEZIGT,,NL,2,0.625,0.7,0,2854
CAVAGNE PATRICE,CAVAGNE PATRICE,,FR,15,0.155803,0.166258,0,1141
CRAYSSAC FRÉDÉRIC,CRAYSSAC FRÉDÉRIC,,FR,15,0.155805,0.166305,0,1141
NITTA YOSHIYUKI,NITTA YOSHIYUKI,,JP,14,0.18866,0.205912,0,990
SUMI SHINTARO,SUMI SHINTARO,,JP,14,0.18866,0.205912,0,990
ONO KEI,ONO KEI,,JP,14,0.185487,0.203652,0,1059
LOUKUS ADAM R,LOUKUS ADAM R,,US,1,1,1,0,2855
LOUKUS JOSH E,LOUKUS JOSH E,,US,1,1,1,0,2855
PARK YOUNG SUN,PARK YOUNG SUN,,KR,15,0.161672,0.173152,0,1215
SUZUKI KENTA,SUZUKI KENTA,,JP,14,0.176422,0.19188,0,1059
TU CHIA HAO,TU CHIA HAO,,CA,17,0.122533,0.125991,0,1183
MICHEL BEN SIMON,MICHEL BEN SIMON,,IL,3,0.397059,0.462963,0,1972
VISWANATHAN TITO,VISWANATHAN TITO,,US,2,0.545455,0.583333,0,3616
JUHAS CARLA,JUHAS CARLA,,US,14,0.16231,0.171079,0,987
TSUTSUI TOKURO,TSUTSUI TOKURO,,JP,13,0.192623,0.215113,0,0
NATTESTAD ANDREW,NATTESTAD ANDREW,,AU,15,0.124473,0.12885,0.000003,2856
ANTIOHOS DENNIS,ANTIOHOS DENNIS,,AU,15,0.124473,0.12885,0.000003,2856
THOMPSON FLETCHER WILLIAM,THOMPSON FLETCHER WILLIAM,,AU,15,0.124473,0.12885,0.000003,2856
BEIRNE STEPHEN THOMAS,BEIRNE STEPHEN THOMAS,,AU,15,0.124473,0.12885,0.000003,2856
KLOOS STEVEN DUWAYNE,KLOOS STEVEN DUWAYNE,,US,15,0.124473,0.12885,0.000003,2856
BARRETT PAUL BRENDAN DENIS MICHAEL,BARRETT PAUL BRENDAN DENIS MICHAEL,,AU,16,0.110702,0.113803,0,2856
FELDMAN BRIAN P,FELDMAN BRIAN P,,US,14,0.167363,0.176496,0,1192
ADAMS CRAIG M,ADAMS CRAIG M,,US,14,0.167363,0.176496,0,1192
PATTERSON ZACHARY R,PATTERSON ZACHARY R,,US,14,0.167377,0.176557,0.000003,1192
SARIKAYA AYHAN,SARIKAYA AYHAN,,US,13,0.195146,0.210495,0.000374,1192
KOO BON YONG,KOO BON YONG,,KR,14,0.170597,0.18578,0,11
KIM KI CHANG,KIM KI CHANG,,KR,14,0.170606,0.185877,0,11
NORBERT DANNENBERG,NORBERT DANNENBERG,,DE,15,0.138968,0.144986,0,1212
KENO LEITES,KENO LEITES,,DE,15,0.138968,0.144986,0,1212
FUJII MANABU,FUJII MANABU,,JP,13,0.192899,0.215486,0,0
HAKAMATA NORIHIDE,HAKAMATA NORIHIDE,,JP,13,0.192899,0.215486,0,0
YANO SHINSUKE,YANO SHINSUKE,,JP,13,0.192899,0.215486,0,0
ZHANG XIAOGE GREGORY,ZHANG XIAOGE GREGORY,,CA,1,1,1,0,2857
TAPPERMANN JÖRG,TAPPERMANN JÖRG,,DE,16,0.146626,0.154917,0,1017
MATSUMORI HIROSHI,MATSUMORI HIROSHI,,JP,14,0.184628,0.201759,0,990
MIYAKE TORU,MIYAKE TORU,,JP,14,0.170611,0.18345,0.000005,12
BAGLINO ANDREW D,BAGLINO ANDREW D,,US,4,0.47619,0.6,0,1061
HAYER THORSTEN,HAYER THORSTEN,,US,4,0.47619,0.6,0,1061
BOBLETT BRENNAN,BOBLETT BRENNAN,,US,4,0.47619,0.6,0,1061
FOX MATTHEW,FOX MATTHEW,,US,4,0.47619,0.6,0,1061
MEHTA VINEET H,MEHTA VINEET H,,US,4,0.47619,0.6,0,1061
IKEBE KEIJIRO,IKEBE KEIJIRO,,US,4,0.47619,0.6,0,1061
HSIEH KEVIN,HSIEH KEVIN,,US,4,0.47619,0.6,0,1061
CARLSON CRAIG B,CARLSON CRAIG B,,US,4,0.47619,0.6,0,1061
ICHIKAWA YOSHIRO,ICHIKAWA YOSHIRO,,JP,14,0.183836,0.200836,0,990
IKEDA YUTA,IKEDA YUTA,,JP,14,0.190216,0.208258,0.000006,990
DIETHELM STEFAN,DIETHELM STEFAN,,CH,16,0.120633,0.124809,0.00002,1151
RAVAGNI ALBERTO,RAVAGNI ALBERTO,,CH,16,0.120629,0.124759,0.000008,1151
GRAETZ JASON A,GRAETZ JASON A,,US,14,0.169271,0.179878,0,1147
STEVENS RONALD R,STEVENS RONALD R,,US,13,0.19615,0.212227,0,1147
YAMAUE KEITA,YAMAUE KEITA,,JP,13,0.192665,0.215324,0,0
BERNHARD WENINGER,BERNHARD WENINGER,,NL,6,0.328467,0.395556,0,1166
ROUSSEIL XAVIER,ROUSSEIL XAVIER,,FR,2,0.571429,0.625,0,2858
JOVET BASTIEN,JOVET BASTIEN,,FR,2,0.571429,0.625,0,2858
NEVEU DANIEL,NEVEU DANIEL,,FR,2,0.6,0.666667,0,2858
SCHÄFER SIMON,SCHÄFER SIMON,,DE,16,0.126461,0.131781,0,1160
WESTERMEIER MICHAEL,WESTERMEIER MICHAEL,,DE,16,0.126458,0.131725,0,1160
SCHEDAY JOHANN,SCHEDAY JOHANN,,DE,16,0.126458,0.131725,0,1160
ALIX JEREMY,ALIX JEREMY,,FR,14,0.162043,0.173964,0.000066,1988
